"No.","Zone Name","Zone Channel Member","Zone Channel Member RX Frequency","Zone Channel Member TX Frequency","A Channel","A Channel RX Frequency","A Channel TX Frequency","B Channel","B Channel RX Frequency","B Channel TX Frequency","Zone Hide "
"42","Ohio","Ohio|Ohio TAC|Northeast Ohio|Southeast Ohio|Southwest Ohio|Southern Ohio|Central Ohio WX|Ohio ARES|Ohio EMCOMM|Ohio SkyWarn|W8SDR DMR Ohio|Ohio Link-YSF|Bellbrook Ohio|Greenville Ohio|Doylestown Ohio|Wooster Ohio|Stockport Ohio|Findlay Ohio|Clermont Co Ohio|Mansfield Ohio|Montville Ohio|Atwater Ohio|Warrensville, OH|Marietta Ohio|Akron Ohio|Marion Ohio|Marysville Ohio|Meigs Co Ohio|Massillon Ohio|Youngstown Ohio|Oklahoma|BM Parrot-1|BM Disconnect|FDMR Ohio|FDMR Disc","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","Ohio TAC","440.92500","440.92500","Ohio","440.92500","440.92500","0"
"43","Oklahoma","Oklahoma|Oklahoma TAC|Oklahoma Central|Oklahoma East|Oklahoma WX Chat|SE OK EM TAC|Oklahoma WX|Oklahoma Lawton|Fort Gibson, OK|Bartlesville, OK|Oklahoma SCARS|Oklahoma YSF|BM Parrot-1|BM Disconnect|FDMR Oklahoma|FDMR Disc","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","Oklahoma TAC","440.92500","440.92500","Oklahoma","440.92500","440.92500","0"
"44","Oregon","Oregon|Oregon TAC|Central Oregon|Western Oregon|RepeaterBook, OR|Stanfield Oregon|EastCoast REF,OR|BM Parrot-1|BM Disconnect|FDMR Oregon|FDMR Disc","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","Oregon TAC","440.92500","440.92500","Oregon","440.92500","440.92500","0"
"45","Pennsylvania","Pennsylvania|Pennsylvania TAC|PEMA EmCom RACES|Western, PA|North Central,PA|Northeast, PA|PA Cross-Mode|PA EPA DMR|PA Tri-County|PA RF-IT|PA Zednet|PA PADMR Group|PA KC2ABV RPTR|PA PennLink Grp|Jennersville, PA|Fort Venango, PA|PA SCPA Chat|Macungie, PA|Poconos HUB, PA|Indiana, PA|Williamsport,PA1|Williamsport,PA2|Greenville, PA|Tamaqua, PA|Johnstown, PA|Bedford, PA|Cornwall, PA|Westfield, PA|BM Parrot-1|BM Disconnect|FDMR PA|FDMR NY-NJ-PA|FDMR Disc","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","Pennsylvania TAC","440.92500","440.92500","Pennsylvania","440.92500","440.92500","0"
"46","Rhode Island","Rhode Island|RI Chat|RI Digital Link|Quahog Rpt, RI|MMDVM Bridge, RI|BM Parrot-1|BM Disconnect|FDMR Rhode Is|FDMR Disc","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","RI Chat","440.92500","440.92500","Rhode Island","440.92500","440.92500","0"
"47","South Carolina","South Carolina|SC TAC|SC ARES|Low Country, SC|Upstate, SC|Midlands, SC|Pee Dee, SC|Bluffton, SC|KK4FU Chat, SC|BM Parrot-1|BM Disconnect|FDMR SC|FDMR Disc","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","SC TAC","440.92500","440.92500","South Carolina","440.92500","440.92500","0"
"48","South Dakota","South Dakota|SD ARES|SD WW Highways|SD Digital HUB|BM Parrot-1|BM Disconnect|FDMR SD|FDMR Disc","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","SD ARES","440.92500","440.92500","South Dakota","440.92500","440.92500","0"
"49","Tennessee","Tennessee|Tennessee TAC|Memphis Metro|Knoxville Metro|Mid-South Chat|TN NWS Memphis|TN Skywarn|TN Fusion-Link|Tennessee ARES|Gatlinburg, TN|Tennessee TEMA|TN The Light|Jackson, TN|Blaine Tennessee|Unicoi Tennessee|Bartlett, TN|Knoxville, TN|Greeneville, TN|Gallatin, TN|FDMR Disc|FDMR Tennessee|BM Disconnect|BM Parrot-1|Cleveland, TN|Maryville, TN|Southeast Link","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","Tennessee TAC","440.92500","440.92500","Tennessee","440.92500","440.92500","0"
"50","Texas","Texas|Texas TAC|Texas Chat|North Texas|South Texas|West Texas|Central Texas|Southeast Texas|Texas ARES|Amarillo Wires-X|Texas SkyWarn|Texas ARES EmCom|San Antonio,TX|SanAntonio Metro|Flower Mound,TX|Lubbock Texas-1|Lubbock Texas-2|Liberty Hill,TX|TX So.Coast REF|Georgetown,TX-1|Georgetown,TX-2|Asherton,TX|Eagle Pass,TX|Troy Texas|Crockett Texas|Dripping SprgsTX|Brownsville,TX|Willis, TX MMDVM|Texas A & M ARC|BM Parrot-1|BM Disconnect|FDMR Texas|FDMR Disc","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","Texas TAC","440.92500","440.92500","Texas","440.92500","440.92500","0"
"51","Utah","Utah|Utah TAC|Utah Chat|Utah 76ers|Northern Utah|Davis Utah|Northeast Utah|Utah UORRT|Utah Ragchew-1|Utah Ragchew-2|BM Parrot-1|BM Disconnect|FDMR Utah|FDMR Disc","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","Utah TAC","440.92500","440.92500","Utah","440.92500","440.92500","0"
"52","Vermont","Vermont|Vermont TAC|Arlington, VT|Florence, VT|BM Parrot-1|BM Disconnect|FDMR Vermont|FDMR Disc","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","Vermont TAC","440.92500","440.92500","Vermont","440.92500","440.92500","0"
"53","Virginia","Virginia|Virginia TAC|SW Virginia|Richmond Metro|VA ARES EmComm|Shenandoah Vy,VA|Tidewater, VA|VA Peninsula|Pungoteague, VA|Fancy Gap, VA|Vienna Virginia|Mtn Lake, VA|Roanoke, VA|Vienna, VA|Haymarket, VA|BM Parrot-1|BM Disconnect|FDMR Virginia|FDMR Piedmont Tr|FDMR Disc","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","Virginia TAC","440.92500","440.92500","Virginia","440.92500","440.92500","0"
"54","Washington","Washington|WA PNW-West|WA Olympic Penin|WA QRM Network|Seattle, WA|Spokane, WA|Silverdale, WA|Washington ARES|WA ARES TAC|BM Parrot-1|BM Disconnect|FDMR Washington|FDMR WA-PNW|FDMR Disc|DMR+ QN Main","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","WA PNW-West","440.92500","440.92500","Washington","440.92500","440.92500","0"
"55","West Virginia","West Virginia|WV TAC|WV ARES|BM Parrot-1|BM Disconnect|FDMR WV|FDMR Disc","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","WV TAC","440.92500","440.92500","West Virginia","440.92500","440.92500","0"
"56","Wisconsin","Wisconsin|Wisconsin TAC|Wisconsin YSF|Wisconsin DMR|WI ARES EmComm|Chilton, WI|Townsend, WI|Brothertown, WI|Appleton, WI|Merrill, WI|BM Parrot-1|BM Disconnect|FDMR Wisconsin|FDMR Disc","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","Wisconsin TAC","440.92500","440.92500","Wisconsin","440.92500","440.92500","0"
"57","Wyoming","Wyoming|Wyoming Tac|SE Wyoming Chat|Wyoming WX|SW Wyoming|NW Wyoming|NE Wyoming|Central Wyoming|BM Parrot-1|BM Disconnect|FDMR Wyoming|FDMR Disc","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","Wyoming Tac","440.92500","440.92500","Wyoming","440.92500","440.92500","0"
"58","USA","USA-TAC 310|USA-TAC 311|USA-TAC 312|USA-TAC 313|USA-TAC 314|USA-TAC 315|USA-TAC 316|USA-TAC 317|USA-TAC 318|USA-TAC 319|USA - Area 0|USA - Area 1|USA - Area 2|USA - Area 3|USA - Area 4|USA - Area 5|USA - Area 6|USA - Area 7|USA - Area 8|USA - Area 9|Net Talkgroup 1|Net Talkgroup 2|USA Nationwide|Midwest|Northeast|Mid-Atlantic|Southeast|Southern Plains|Southwest|BM Parrot-1|BM Disconnect|TGIF Main|TGIF America|TGIF NY.NJ.PA|TGIF Tac-101|TGIF Tac-102|TGIF Tac 103|TGIF No. America|TGIF Parrot|TGIF Exit|FDMR Nationwide|FDMR NA TAC 1|FDMR NA TAC 2|FDMR NA TAC 3|FDMR Southeast|FDMR ECHO EAST|FDMR AmericaLink|FDMR NA Talk Box|FDMR TGIF-Main|FDMR USA-310|FDMR Disc","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","USA-TAC 311","440.92500","440.92500","USA-TAC 310","440.92500","440.92500","0"
"59","Special Interest","Cactus|POTA|DV Switch|Allstar|ATV|Ham Radio CC|PS Chat|STEM|Billy Bob Klub|RVing Hams|4SQRP|Truck-N-Travel|Venture Overland|OutdoorAdventure|OMIK|DMR Campfire|DMR of Anarchy|Old Friends|Sta-Mar|Global DX System|Youth ARC|PI-Star Chat|Maritime Radio-1|Maritime Radio-2|REF020A Bridge|The Geek Group|NE HUB|Russian American|Greek Americans|RFinder Users Gr|Geeks in Jeeps|Weather Watching|Liberty Talk Grp|Gathering Spot|The Chat Lounge|Secret TalkGroup|Coffee DMR|900 Mhz Rptrs|Rizal Latitude|Handi-Hams|Ham Radio Vilage|ICQ Podcast|WW Maritime|WW Aviation|XRF007 B|EmCom EU|EURAO|ATV Talk|OpenGD77|AMSAT|Reddit|Military Vets|Wireless Village|BM Parrot-1|BM Disconnect","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","POTA","440.92500","440.92500","Cactus","440.92500","440.92500","0"
"60","World Wide","World-wide|Europe|North America|Asia, MiddleEast|Australia, NZ|Radio Test|WW Tac-1|WW Tac-2|WW Tac-3|SOTA|JOTA|English|European English|BM Parrot-1|BM Disconnect|TGIF Europe|TGIF AsiaPacific|TGIF WW English|TGIF World Wide|TGIF UK|TGIF Parrot|TGIF Exit|FDMR Worldwide|FDMR Disc","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","Europe","440.92500","440.92500","World-wide","440.92500","440.92500","0"
"61","Server Tools","BM Parrot-1|BM Parrot-2|BM Parrot-3|BM Disconnect|TGIF Parrot|TGIF Exit|FDMR Disc|DMR+ Echo|DMR+ TG Disc|REF Disconnect|HS Shutdown|HS Reboot|HS Reconnect|HS SVC Restart|HS SVC Kill|HS Hostfiles","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","HS Shutdown","440.92500","440.92500","BM Parrot-1","440.92500","440.92500","0"
"62","MURS","MURS-1|MURS-2|MURS-3|MURS-4 Wal*Mart|MURS-5","151.82000|151.88000|151.94000|154.57000|154.60000","151.82000|151.88000|151.94000|154.57000|154.60000","MURS-2","151.88000","151.88000","MURS-1","151.82000","151.82000","0"
"63","GMRS FRS","FRS-01|FRS-02|FRS-03|FRS-04|FRS-05|FRS-06|FRS-07|FRS-08|FRS-09|FRS-10|FRS-11|FRS-12|FRS-13|FRS-14|FRS-15|FRS-16|FRS-17|FRS-18|FRS-19|FRS-20|FRS-21|FRS-22","462.56250|462.58750|462.61250|462.63750|462.66250|462.68750|462.71250|467.56250|467.58750|467.61250|467.63750|467.66250|467.68750|467.71250|462.55000|462.57500|462.60000|462.62500|462.65000|462.67500|462.70000|462.72500","462.56250|462.58750|462.61250|462.63750|462.66250|462.68750|462.71250|467.56250|467.58750|467.61250|467.63750|467.66250|467.68750|467.71250|467.55000|467.57500|467.60000|467.62500|467.65000|467.67500|467.70000|467.72500","FRS-02","462.58750","462.58750","FRS-01","462.56250","462.56250","0"
"64","Weather","NOAA WX-1|NOAA WX-2|NOAA WX-3|NOAA WX-4|NOAA WX-5|NOAA WX-6|NOAA WX-7","162.55000|162.40000|162.47500|162.42500|162.45000|162.50000|162.52500","145.00000|145.00000|145.00000|145.00000|145.00000|145.00000|145.00000","NOAA WX-4","162.42500","145.00000","NOAA WX-1","162.55000","145.00000","0"
"65","Stone","Wiggins N5UDK|Perkinston K5GVR|Mississippi|Mississippi TAC|Lucedale|BM Parrot-1|BM Disconnect|FDMR Mississippi|FDMR Disc","145.27000|147.16500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","144.67000|147.76500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500|440.92500","Perkinston K5GVR","147.16500","147.76500","Wiggins N5UDK","145.27000","144.67000","0"
"66","Petal Rpt","Lucedale PR|MS SW PR|MARC NA PR|MARC WW PR|BM NA PR|TAC-310 PR|TAC-311 PR|TAC-312 PR|USA Call BM PR|AL SW PR|FL SW PR|LA SW PR|TX SW PR|MARC SE Reg PR|Parrot PR|BM SE Reg PR|AL Link PR|SE LA PR|Kingsland GA PR|Laurel MS PR|Local 9 PR|US Hurricane PR|NE MS PR|MS TAC PR|McHenry PR|Biloxi PR|Disconnect TS2|Disconnect TS1","444.93750|444.93750|444.93750|444.93750|444.93750|444.93750|444.93750|444.93750|444.93750|444.93750|444.93750|444.93750|444.93750|444.93750|444.93750|444.93750|444.93750|444.93750|444.93750|444.93750|444.93750|444.93750|444.93750|444.93750|444.93750|444.93750|444.93750|444.93750","449.93750|449.93750|449.93750|449.93750|449.93750|449.93750|449.93750|449.93750|449.93750|449.93750|449.93750|449.93750|449.93750|449.93750|449.93750|449.93750|449.93750|449.93750|449.93750|449.93750|449.93750|449.93750|449.93750|449.93750|449.93750|449.93750|449.93750|449.93750","MS SW PR","444.93750","449.93750","Lucedale PR","444.93750","449.93750","0"
